名前,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
関田誠大,堺ブレイザーズ,11,68,70,17,138,39,20,2,51.3,46.2,1,0,1,24,509,24,56,115,12,0,1,68,0.0,0.14,0.17,7.6,4.2
陳建禎,JTサンダーズ広島,19,65,59,16,110,592,278,33,47.0,41.4,67,37,6,36,444,18,63,113,639,275,157,332,55.2,2.53,0.33,6.9,55.3
饒書涵,ジェイテクトSTINGS,5,37,27,10,63,199,121,9,60.8,56.3,0,0,0,24,182,3,11,25,27,13,6,148,,1.92,0.38,3.6,59.3
高松卓矢,大分三好ヴァイセアドラー,15,13,54,0,34,171,57,9,33.3,28.1,21,7,1,5,107,6,21,27,168,71,39,68,33.3,1.68,0.15,7.0,53.9
高梨健太,ウルフドッグス名古屋,22,81,40,25,119,892,434,36,48.7,44.6,123,68,9,47,485,21,100,116,811,363,195,502,55.3,3.65,0.39,5.2,56.8
高橋健太郎,東レアローズ,2,65,65,17,111,288,175,11,60.8,56.9,0,0,0,48,198,10,61,40,22,7,10,233,,1.58,0.43,2.4,54.5
高橋良,ウルフドッグス名古屋,19,6,0,2,3,3,1,0,33.3,33.3,0,0,0,0,1,0,0,0,0,0,0,1,,0.33,0.0,0.0,
高澤和貴,VC長野トライデンツ,21,27,93,3,71,0,0,0,,,0,0,0,0,13,0,2,1,29,12,5,0,,0.0,0.0,-1.9,50.0
高野直哉,堺ブレイザーズ,4,68,73,17,129,662,333,42,50.3,44.0,100,59,9,40,420,14,98,117,885,363,263,387,59.0,2.58,0.31,4.5,55.9
鳥飼亜斗夢,サントリーサンバーズ,4,14,10,4,2,12,4,0,33.3,33.3,2,0,0,0,4,0,0,1,7,2,1,4,0.0,2.0,0.0,6.2,35.7
鵜野幸也,堺ブレイザーズ,23,67,67,17,74,447,201,22,45.0,40.0,115,50,4,13,240,10,38,57,422,175,104,224,43.5,2.72,0.18,6.1,53.8
鶴田大樹,サントリーサンバーズ,1,97,30,31,127,0,0,0,,,0,0,0,0,0,0,0,0,651,310,193,0,,0.0,0.0,,62.4
黒田彪斗,FC東京,26,21,55,2,20,91,40,7,44.0,36.3,5,1,1,5,50,3,13,12,69,23,18,48,20.0,2.0,0.25,5.5,46.4
